subscription_name,billing_cycle,amount_paid,usage_ratio,awareness_score,necessity_score,has_perks,waste_score,usage_frequency_answer,awareness_answer,necessity_answer
Gym Membership,yearly,1770.13,0.464,6,5,1,40.3,once_twice_week,always_notice,nice_to_have
Adobe CC,yearly,636.93,0.529,1,3,0,54.9,cant_remember,forget,essential
Netflix,monthly,2645.5,0.5,3,6,1,46.0,few_times_month,always_notice,nice_to_have
Newspaper,yearly,4845.8,0.32,1,7,0,71.5,cant_remember,forget,nice_to_have
Zomato Gold,monthly,2609.22,0.101,5,4,1,62.9,rarely,sometimes_notice,fun
Educational Hub,yearly,2887.57,0.377,7,9,1,40.6,daily,sometimes_notice,essential
Adobe CC,yearly,1906.54,0.299,7,1,0,62.7,cant_remember,forget,fun
Disney+,yearly,3210.62,0.874,10,9,0,17.7,once_twice_week,forget,fun
Amazon Prime,yearly,1803.84,0.173,4,10,1,54.5,daily,always_notice,nice_to_have
Spotify,monthly,4510.71,0.053,1,1,0,94.0,daily,forget,nice_to_have
Amazon Prime,monthly,1335.69,0.057,9,8,0,63.0,few_times_month,sometimes_notice,nice_to_have
Disney+,monthly,654.78,0.276,4,9,0,58.8,cant_remember,always_notice,fun
Cloud Storage,monthly,1495.84,0.077,8,2,0,73.3,few_times_month,forget,essential
Amazon Prime,yearly,3517.58,0.373,6,2,0,65.1,cant_remember,forget,nice_to_have
Zomato Gold,yearly,941.4,0.784,2,7,0,35.1,few_times_month,forget,fun
Disney+,monthly,2928.03,0.584,8,5,1,34.1,daily,always_notice,fun
YouTube Premium,yearly,3871.46,0.806,6,4,0,35.0,rarely,forget,nice_to_have
LinkedIn Premium,yearly,2885.37,0.366,2,10,0,64.7,cant_remember,always_notice,fun
Disney+,yearly,4168.87,0.276,9,7,0,60.6,cant_remember,always_notice,fun
Amazon Prime,monthly,4250.76,0.567,9,6,1,33.5,once_twice_week,always_notice,nice_to_have
Spotify,yearly,3985.32,0.689,10,1,0,37.4,once_twice_week,always_notice,essential
Dating App,monthly,3472.14,0.556,1,9,0,56.7,few_times_week,sometimes_notice,fun
Dating App,yearly,3703.53,0.657,6,8,1,32.4,once_twice_week,forget,nice_to_have
Disney+,yearly,1023.01,0.406,8,2,0,51.9,once_twice_week,always_notice,nice_to_have
Wine Club,monthly,2765.07,0.816,3,9,0,32.4,few_times_week,sometimes_notice,fun
YouTube Premium,monthly,925.19,0.999,4,5,0,20.8,rarely,always_notice,essential
YouTube Premium,yearly,451.59,0.207,3,8,0,63.0,few_times_week,always_notice,nice_to_have
Gym Membership,yearly,1989.88,0.649,6,10,1,27.4,few_times_week,forget,fun
LinkedIn Premium,yearly,1453.93,0.115,6,4,0,73.8,few_times_week,forget,essential
LinkedIn Premium,yearly,1669.01,0.405,4,3,0,59.4,once_twice_week,forget,nice_to_have
LinkedIn Premium,monthly,1660.51,0.74,8,10,1,22.2,once_twice_week,forget,fun
YouTube Premium,monthly,3938.92,0.583,7,10,0,39.3,few_times_month,always_notice,fun
YouTube Premium,yearly,1072.97,0.037,8,2,0,72.3,few_times_month,sometimes_notice,fun
Netflix,monthly,964.17,0.02,4,1,0,83.4,daily,sometimes_notice,fun
Adobe CC,yearly,714.99,0.949,2,10,0,21.9,few_times_week,sometimes_notice,nice_to_have
Educational Hub,yearly,4412.65,0.138,4,10,1,57.9,daily,sometimes_notice,nice_to_have
Disney+,monthly,3773.59,0.643,1,6,1,37.6,cant_remember,always_notice,nice_to_have
LinkedIn Premium,yearly,4423.16,0.006,1,8,0,88.5,few_times_week,always_notice,fun
Netflix,yearly,1167.96,0.267,4,2,0,69.3,once_twice_week,sometimes_notice,nice_to_have
Adobe CC,monthly,4598.23,0.846,6,7,0,27.9,cant_remember,forget,nice_to_have
Cloud Storage,monthly,1030.54,0.661,1,10,0,40.4,once_twice_week,sometimes_notice,nice_to_have
Netflix,monthly,1828.06,0.004,5,4,0,80.9,rarely,always_notice,fun
Cloud Storage,yearly,2818.41,0.851,4,2,1,31.6,few_times_week,sometimes_notice,nice_to_have
Zomato Gold,yearly,1020.83,0.894,5,5,0,24.7,few_times_week,always_notice,essential
Gaming Pass,yearly,1891.41,0.186,1,3,0,81.3,daily,forget,nice_to_have
Amazon Prime,monthly,3588.72,0.746,1,8,0,41.0,few_times_month,forget,fun
Software License,monthly,3219.35,0.397,7,5,0,55.0,cant_remember,always_notice,essential
Zomato Gold,yearly,285.16,0.967,9,7,1,5.9,rarely,sometimes_notice,essential
Spotify,yearly,2301.05,0.673,2,5,0,39.2,few_times_week,sometimes_notice,nice_to_have
Netflix,yearly,2663.24,0.143,7,5,1,55.6,few_times_week,sometimes_notice,fun
Gym Membership,yearly,1628.42,0.99,10,3,0,13.7,rarely,sometimes_notice,essential
Educational Hub,monthly,1995.21,0.732,4,9,1,27.1,daily,always_notice,fun
Zomato Gold,yearly,1379.57,0.245,2,6,1,56.0,few_times_week,always_notice,fun
Amazon Prime,yearly,2478.83,0.275,6,9,1,47.9,few_times_week,forget,essential
LinkedIn Premium,monthly,1697.9,0.754,3,10,0,34.4,few_times_week,forget,essential
Gym Membership,yearly,4258.97,0.815,7,4,0,32.1,few_times_week,forget,fun
Newspaper,yearly,4021.16,0.189,3,6,1,62.1,rarely,sometimes_notice,essential
LinkedIn Premium,yearly,203.6,0.258,4,9,1,46.9,cant_remember,forget,essential
Spotify,monthly,1182.65,0.02,1,2,0,86.7,daily,forget,nice_to_have
Netflix,yearly,994.21,0.052,9,9,0,63.5,rarely,sometimes_notice,fun
Spotify,yearly,3934.52,0.894,2,4,1,30.2,few_times_week,sometimes_notice,essential
Dating App,yearly,4167.2,0.006,10,9,0,67.2,daily,sometimes_notice,nice_to_have
Disney+,monthly,3532.57,0.77,1,6,0,39.4,once_twice_week,forget,fun
Gym Membership,yearly,3643.89,0.857,8,9,1,20.1,once_twice_week,sometimes_notice,nice_to_have
Educational Hub,yearly,1493.5,0.267,10,10,1,39.6,rarely,always_notice,essential
Cloud Storage,monthly,1988.34,0.145,3,8,1,58.4,once_twice_week,sometimes_notice,essential
Dating App,yearly,3978.78,0.319,9,8,1,43.9,few_times_week,always_notice,nice_to_have
Adobe CC,yearly,2092.15,0.401,10,3,0,50.3,rarely,sometimes_notice,essential
Disney+,yearly,4417.48,0.297,7,6,0,61.4,rarely,forget,fun
Gym Membership,monthly,4146.26,0.176,2,8,0,75.6,few_times_week,always_notice,nice_to_have
YouTube Premium,yearly,160.01,0.834,3,1,0,31.7,once_twice_week,sometimes_notice,nice_to_have
Cloud Storage,monthly,2875.01,0.15,5,10,0,71.1,once_twice_week,always_notice,nice_to_have
Dating App,yearly,321.55,0.57,10,2,1,28.0,cant_remember,forget,fun
Gym Membership,yearly,4521.96,0.956,10,10,0,12.1,rarely,always_notice,nice_to_have
Educational Hub,yearly,2463.8,0.242,8,10,1,46.4,rarely,forget,nice_to_have
Zomato Gold,yearly,1507.81,0.906,3,8,0,25.9,few_times_month,sometimes_notice,nice_to_have
Dating App,yearly,2315.71,0.568,5,3,0,51.5,daily,forget,essential
Spotify,yearly,1164.75,0.754,9,4,0,27.9,few_times_month,forget,fun
Amazon Prime,monthly,521.4,0.141,2,2,0,75.6,few_times_week,always_notice,essential
Wine Club,monthly,3511.5,0.709,10,6,0,30.7,once_twice_week,sometimes_notice,essential
Disney+,yearly,4664.24,0.025,2,10,0,85.6,once_twice_week,always_notice,nice_to_have
Cloud Storage,monthly,3439.75,0.893,10,6,0,21.7,rarely,forget,nice_to_have
Newspaper,yearly,1707.63,0.111,9,9,1,49.9,few_times_week,sometimes_notice,essential
Amazon Prime,monthly,2011.06,0.137,3,6,0,77.0,cant_remember,always_notice,fun
Zomato Gold,monthly,4694.76,0.607,6,10,1,35.0,few_times_month,forget,fun
Spotify,yearly,2303.74,0.7,6,7,0,37.2,rarely,forget,essential
Wine Club,monthly,1082.25,0.44,7,5,0,50.4,cant_remember,always_notice,fun
LinkedIn Premium,yearly,3647.79,0.355,5,5,1,50.4,few_times_month,sometimes_notice,nice_to_have
Gaming Pass,monthly,1980.71,0.773,7,4,0,31.6,cant_remember,forget,nice_to_have
Cloud Storage,monthly,425.27,0.899,8,1,0,20.3,once_twice_week,always_notice,nice_to_have
Cloud Storage,yearly,4396.93,0.77,6,6,0,36.2,rarely,sometimes_notice,nice_to_have
Wine Club,monthly,805.16,0.303,7,9,1,39.5,rarely,always_notice,nice_to_have
Cloud Storage,monthly,1635.79,0.47,2,10,0,55.8,daily,sometimes_notice,essential
Cloud Storage,monthly,1993.28,0.998,6,1,0,22.2,once_twice_week,sometimes_notice,nice_to_have
Cloud Storage,monthly,3296.13,0.263,2,6,0,72.9,few_times_week,sometimes_notice,fun
Educational Hub,yearly,4600.01,0.128,1,8,0,78.6,cant_remember,forget,essential
LinkedIn Premium,monthly,2657.38,0.945,1,3,1,31.6,few_times_month,sometimes_notice,essential
Amazon Prime,monthly,4915.89,0.02,6,9,0,78.4,few_times_month,forget,nice_to_have
Cloud Storage,yearly,1779.69,0.071,10,4,1,55.1,rarely,forget,nice_to_have
YouTube Premium,monthly,1954.86,0.78,8,1,0,32.4,few_times_week,sometimes_notice,nice_to_have
Disney+,monthly,1923.14,0.948,9,6,0,13.4,cant_remember,sometimes_notice,fun
Disney+,yearly,752.02,0.176,2,1,0,79.8,once_twice_week,sometimes_notice,essential
Gym Membership,monthly,637.94,0.793,3,8,1,24.4,few_times_month,sometimes_notice,essential
Educational Hub,yearly,679.8,0.606,5,4,1,33.7,few_times_week,always_notice,nice_to_have
Educational Hub,monthly,2620.36,0.221,8,10,1,45.5,cant_remember,always_notice,fun
Newspaper,yearly,4873.78,0.523,2,5,0,60.7,daily,always_notice,essential
Spotify,yearly,1151.92,0.933,5,4,0,24.6,cant_remember,sometimes_notice,nice_to_have
Newspaper,yearly,4824.97,0.982,7,6,1,17.0,once_twice_week,sometimes_notice,essential
Gym Membership,yearly,1980.36,0.606,5,2,0,39.1,cant_remember,forget,nice_to_have
Cloud Storage,monthly,2317.0,0.992,10,7,0,10.9,cant_remember,forget,fun
Spotify,monthly,906.47,0.628,9,7,1,24.7,once_twice_week,forget,fun
Spotify,monthly,993.79,0.335,7,7,0,54.5,few_times_week,always_notice,fun
Newspaper,yearly,4918.5,0.063,4,8,0,82.6,rarely,forget,nice_to_have
Software License,yearly,4401.89,0.319,7,2,1,50.9,rarely,always_notice,nice_to_have
Dating App,yearly,425.37,0.479,6,5,1,36.2,cant_remember,sometimes_notice,essential
Software License,monthly,4968.99,0.07,5,1,0,82.6,cant_remember,forget,nice_to_have
Educational Hub,yearly,888.16,0.768,3,10,0,30.8,cant_remember,forget,fun
Software License,yearly,1687.64,0.902,6,10,1,16.7,few_times_week,forget,fun
Educational Hub,monthly,4027.64,0.269,3,7,0,70.5,few_times_week,sometimes_notice,nice_to_have
Disney+,monthly,2494.78,0.364,2,4,0,68.3,daily,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,1913.89,0.696,4,1,0,40.3,daily,forget,essential
Disney+,monthly,2687.34,0.094,10,1,0,73.8,cant_remember,sometimes_notice,fun
Amazon Prime,yearly,720.59,0.498,4,1,1,42.5,once_twice_week,forget,nice_to_have
Amazon Prime,monthly,2636.26,0.83,6,2,0,33.3,cant_remember,always_notice,essential
Adobe CC,yearly,2176.54,0.174,8,10,1,47.9,cant_remember,always_notice,fun
Zomato Gold,monthly,4322.1,0.976,7,10,0,14.6,cant_remember,sometimes_notice,nice_to_have
Software License,yearly,260.37,0.33,5,5,1,44.3,rarely,always_notice,fun
LinkedIn Premium,yearly,4339.25,0.793,1,6,0,40.3,once_twice_week,sometimes_notice,fun
Spotify,yearly,3449.33,0.828,4,1,1,32.3,few_times_week,forget,essential
YouTube Premium,yearly,4061.45,0.584,10,10,1,30.3,daily,forget,nice_to_have
Zomato Gold,monthly,2528.3,0.466,2,7,1,48.9,daily,sometimes_notice,nice_to_have
Adobe CC,yearly,4182.56,0.977,7,8,0,20.7,once_twice_week,always_notice,essential
Dating App,yearly,3520.55,0.706,8,6,1,29.4,daily,sometimes_notice,essential
Cloud Storage,yearly,552.71,0.578,2,9,0,45.5,few_times_week,always_notice,nice_to_have
LinkedIn Premium,monthly,3485.24,0.647,1,1,1,40.3,few_times_month,always_notice,nice_to_have
Gym Membership,yearly,3971.72,0.472,10,9,0,42.1,once_twice_week,forget,nice_to_have
LinkedIn Premium,yearly,3036.37,0.429,5,5,0,59.6,cant_remember,sometimes_notice,fun
Disney+,yearly,4229.52,0.977,6,5,0,26.9,cant_remember,forget,essential
Gaming Pass,monthly,1026.26,0.011,6,2,0,79.2,cant_remember,always_notice,essential
Newspaper,monthly,2166.93,0.495,3,4,0,57.4,rarely,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,3650.75,0.25,3,9,0,69.0,few_times_month,always_notice,fun
Wine Club,monthly,3503.4,0.091,10,7,0,66.7,daily,sometimes_notice,fun
Adobe CC,yearly,3801.08,0.979,10,6,0,11.8,few_times_month,sometimes_notice,nice_to_have
Netflix,monthly,103.09,0.392,2,5,0,55.9,few_times_month,always_notice,essential
Spotify,yearly,2639.11,0.14,6,3,1,60.8,few_times_week,sometimes_notice,fun
Spotify,monthly,4446.53,0.185,9,10,1,46.3,once_twice_week,forget,fun
Cloud Storage,yearly,4215.05,0.696,6,9,0,38.3,rarely,always_notice,essential
Spotify,yearly,146.06,0.917,6,10,1,12.3,few_times_month,sometimes_notice,fun
Netflix,yearly,1379.08,0.406,6,10,1,38.3,few_times_week,sometimes_notice,fun
Wine Club,monthly,2737.26,0.424,3,4,1,50.1,rarely,always_notice,fun
Spotify,yearly,1348.84,0.061,4,7,1,59.1,daily,forget,fun
LinkedIn Premium,yearly,858.17,0.171,10,3,0,60.4,few_times_month,always_notice,fun
Software License,yearly,685.74,0.033,9,6,0,66.6,once_twice_week,always_notice,fun
Gym Membership,yearly,1425.91,0.129,10,9,0,58.1,daily,forget,fun
Wine Club,monthly,4270.6,0.914,5,9,0,24.9,few_times_month,forget,nice_to_have
Software License,monthly,4956.58,0.793,4,3,0,38.3,daily,forget,essential
Amazon Prime,monthly,4126.86,0.367,10,6,1,43.3,few_times_week,always_notice,fun
Educational Hub,yearly,4255.71,0.643,4,9,0,39.1,daily,always_notice,nice_to_have
Netflix,monthly,1233.07,0.702,6,3,0,37.9,once_twice_week,forget,nice_to_have
Zomato Gold,monthly,3012.03,0.657,1,10,1,37.4,few_times_month,always_notice,fun
Adobe CC,yearly,1152.52,0.096,5,6,0,70.2,once_twice_week,forget,essential
Disney+,monthly,2392.47,0.415,3,9,0,58.6,few_times_week,always_notice,fun
Wine Club,monthly,2176.43,0.969,6,6,0,21.2,few_times_week,forget,essential
Wine Club,monthly,3424.4,0.406,4,10,0,59.5,cant_remember,always_notice,nice_to_have
YouTube Premium,monthly,4614.38,0.267,3,9,0,67.8,rarely,forget,nice_to_have
Spotify,yearly,2029.48,0.698,7,8,0,31.5,once_twice_week,sometimes_notice,essential
Educational Hub,monthly,3585.08,0.593,8,3,0,47.4,few_times_week,always_notice,nice_to_have
Disney+,yearly,4579.51,0.483,10,4,0,45.2,few_times_week,sometimes_notice,fun
Newspaper,monthly,2958.05,0.864,1,6,0,39.5,daily,forget,fun
Zomato Gold,monthly,211.15,0.127,10,1,0,59.8,cant_remember,forget,fun
Zomato Gold,yearly,743.2,0.552,9,9,1,25.8,cant_remember,always_notice,essential
Spotify,monthly,855.53,0.857,8,4,1,18.4,cant_remember,always_notice,fun
Netflix,yearly,1034.11,0.888,7,4,0,20.2,cant_remember,sometimes_notice,nice_to_have
YouTube Premium,monthly,4751.71,0.175,7,3,0,71.8,rarely,forget,nice_to_have
Educational Hub,monthly,3543.54,0.476,8,9,0,44.9,cant_remember,sometimes_notice,fun
Cloud Storage,yearly,4217.59,0.321,10,10,0,54.1,few_times_month,sometimes_notice,nice_to_have
Adobe CC,monthly,4417.29,0.177,4,8,1,61.3,few_times_week,forget,essential
Cloud Storage,monthly,3822.55,0.687,7,8,1,27.5,daily,always_notice,nice_to_have
Zomato Gold,monthly,1069.23,0.739,2,9,1,28.6,few_times_week,always_notice,essential
Amazon Prime,monthly,2854.3,0.17,4,4,0,75.8,few_times_month,forget,nice_to_have
Dating App,yearly,2712.69,0.479,5,4,0,57.5,few_times_week,forget,essential
Netflix,yearly,2499.32,0.814,1,2,0,41.3,once_twice_week,always_notice,nice_to_have
Netflix,yearly,4068.43,0.09,6,6,0,74.4,cant_remember,always_notice,essential
Disney+,yearly,3690.96,0.056,5,4,1,65.4,rarely,forget,essential
Netflix,yearly,2843.42,0.446,3,8,1,48.6,few_times_week,sometimes_notice,fun
LinkedIn Premium,yearly,163.69,0.217,3,3,0,69.9,cant_remember,sometimes_notice,essential
Dating App,yearly,1273.13,0.757,6,5,0,33.3,few_times_month,forget,fun
Gaming Pass,yearly,4948.79,0.137,2,5,1,66.5,few_times_week,sometimes_notice,nice_to_have
Gaming Pass,yearly,1644.98,0.611,2,7,1,40.8,few_times_week,forget,nice_to_have
Spotify,monthly,2294.97,0.485,10,3,0,44.4,few_times_month,sometimes_notice,essential
Software License,monthly,2975.06,0.519,1,5,0,62.8,few_times_month,sometimes_notice,nice_to_have
Educational Hub,monthly,3386.09,0.342,1,3,0,72.7,daily,forget,nice_to_have
Software License,yearly,2118.19,0.372,1,6,0,67.4,rarely,always_notice,fun
Dating App,monthly,3844.93,0.492,6,4,1,41.8,rarely,sometimes_notice,fun
YouTube Premium,monthly,1920.37,0.755,2,8,0,37.7,daily,sometimes_notice,nice_to_have
Cloud Storage,monthly,937.32,0.198,3,4,0,69.3,daily,always_notice,nice_to_have
Dating App,yearly,3092.28,0.023,8,6,0,77.2,once_twice_week,forget,nice_to_have
LinkedIn Premium,monthly,4917.85,0.417,7,3,0,58.9,few_times_month,forget,essential
Wine Club,monthly,3665.68,0.974,2,9,1,22.8,few_times_week,sometimes_notice,fun
Netflix,monthly,4366.97,0.335,4,6,0,65.5,few_times_week,forget,essential
Adobe CC,monthly,4196.42,0.253,2,5,0,72.2,cant_remember,always_notice,fun
Cloud Storage,yearly,4215.93,0.98,7,2,0,25.4,cant_remember,forget,fun
Wine Club,yearly,2821.12,0.885,8,8,0,25.4,few_times_week,forget,fun
LinkedIn Premium,monthly,1846.02,0.14,9,4,0,67.1,rarely,always_notice,fun
Gym Membership,monthly,983.81,0.769,8,5,0,28.5,once_twice_week,sometimes_notice,essential
Disney+,monthly,2011.09,0.922,3,6,1,22.4,cant_remember,always_notice,fun
Newspaper,monthly,1195.68,0.484,9,4,0,43.6,rarely,forget,nice_to_have
LinkedIn Premium,yearly,2006.61,0.71,10,2,1,24.6,few_times_week,sometimes_notice,essential
LinkedIn Premium,yearly,1003.07,0.376,1,5,1,51.1,daily,sometimes_notice,fun
Educational Hub,monthly,1748.68,0.911,4,10,0,22.0,rarely,sometimes_notice,essential
Disney+,monthly,1351.23,0.794,5,10,0,26.8,once_twice_week,sometimes_notice,nice_to_have
Gym Membership,monthly,2960.94,0.093,8,1,1,65.0,daily,sometimes_notice,nice_to_have
Educational Hub,monthly,4772.79,0.283,2,1,0,79.2,daily,always_notice,essential
Netflix,yearly,4902.7,0.663,7,5,0,42.5,few_times_week,forget,essential
Spotify,monthly,1103.33,0.611,10,1,0,37.2,cant_remember,sometimes_notice,fun
Gym Membership,monthly,4709.31,0.587,7,8,0,41.8,daily,forget,nice_to_have
Cloud Storage,monthly,2484.98,0.466,1,8,0,60.1,daily,always_notice,essential
Amazon Prime,monthly,140.79,0.688,4,8,1,23.4,few_times_month,always_notice,fun
Gaming Pass,yearly,178.82,0.17,4,7,1,52.6,daily,always_notice,fun
Spotify,monthly,3538.12,0.567,3,1,0,59.9,few_times_week,always_notice,essential
YouTube Premium,yearly,1870.76,0.146,3,8,0,73.1,rarely,always_notice,essential
Disney+,monthly,1403.14,0.511,5,10,1,34.7,rarely,forget,nice_to_have
Wine Club,monthly,4687.32,0.98,5,8,1,18.1,cant_remember,sometimes_notice,nice_to_have
Amazon Prime,monthly,3795.8,0.996,2,6,1,24.2,rarely,sometimes_notice,fun
Wine Club,yearly,3931.97,0.157,3,7,1,62.8,cant_remember,sometimes_notice,fun
Gym Membership,monthly,385.91,0.02,2,7,0,77.5,daily,forget,fun
Dating App,monthly,4386.33,0.253,2,5,0,74.1,few_times_month,always_notice,fun
Newspaper,yearly,3903.19,0.566,6,1,0,51.2,once_twice_week,always_notice,nice_to_have
Disney+,monthly,1536.4,0.987,6,4,1,17.3,rarely,always_notice,nice_to_have
Dating App,monthly,781.67,0.134,4,10,0,66.5,cant_remember,always_notice,nice_to_have
Spotify,yearly,2413.89,0.359,6,6,0,58.3,rarely,forget,fun
YouTube Premium,monthly,3877.21,0.252,10,5,1,45.9,cant_remember,forget,nice_to_have
Adobe CC,yearly,2984.93,0.289,3,3,0,73.7,rarely,always_notice,nice_to_have
Adobe CC,monthly,1271.29,0.702,5,7,0,38.6,cant_remember,always_notice,nice_to_have
LinkedIn Premium,yearly,1817.47,0.077,8,1,0,75.3,cant_remember,always_notice,fun
Cloud Storage,yearly,1093.37,0.964,8,8,0,12.0,few_times_week,sometimes_notice,fun
Newspaper,monthly,2245.54,0.15,2,9,1,59.9,rarely,forget,essential
YouTube Premium,monthly,2238.0,0.52,1,2,0,62.5,rarely,always_notice,fun
Newspaper,monthly,4427.32,0.823,7,10,1,21.5,once_twice_week,always_notice,fun
Zomato Gold,monthly,4675.92,0.724,8,8,0,33.3,rarely,sometimes_notice,fun
Zomato Gold,monthly,3781.43,0.065,3,5,0,85.7,few_times_week,sometimes_notice,nice_to_have
Wine Club,yearly,3669.54,0.177,1,9,0,78.6,few_times_month,sometimes_notice,essential
Dating App,monthly,2896.37,0.983,6,5,1,17.8,daily,forget,fun
Newspaper,yearly,2503.08,0.325,8,8,0,53.5,once_twice_week,forget,fun
Spotify,yearly,3114.47,0.543,10,4,0,44.2,few_times_week,always_notice,essential
Spotify,monthly,1579.43,0.634,3,4,0,39.0,few_times_week,always_notice,fun
Disney+,monthly,425.16,0.416,6,6,0,47.7,cant_remember,always_notice,fun
Wine Club,yearly,1390.45,0.875,9,3,1,14.7,daily,sometimes_notice,nice_to_have
Amazon Prime,monthly,3486.75,0.25,3,1,0,78.3,once_twice_week,forget,fun
Disney+,yearly,2236.71,0.812,7,4,1,26.6,few_times_week,sometimes_notice,fun
Spotify,yearly,3282.96,0.363,9,6,0,54.5,few_times_week,sometimes_notice,fun
Zomato Gold,monthly,4264.41,0.481,8,6,0,50.4,rarely,sometimes_notice,fun
Amazon Prime,monthly,1284.43,0.009,1,1,0,90.8,few_times_month,always_notice,essential
Cloud Storage,monthly,4181.78,0.66,9,4,0,37.9,few_times_month,sometimes_notice,nice_to_have
Wine Club,monthly,661.04,0.341,4,9,0,57.5,once_twice_week,always_notice,nice_to_have
YouTube Premium,monthly,3825.01,0.1,9,6,1,54.7,few_times_month,forget,fun
Spotify,monthly,4338.68,0.713,6,4,0,37.4,few_times_month,always_notice,essential
Spotify,monthly,3548.97,0.406,10,2,1,42.1,cant_remember,sometimes_notice,essential
Software License,yearly,4778.82,0.144,1,2,1,70.0,cant_remember,always_notice,fun
Adobe CC,yearly,4762.52,0.372,1,7,0,70.4,cant_remember,always_notice,fun
Adobe CC,monthly,4555.83,0.222,10,9,0,57.4,rarely,forget,nice_to_have
Educational Hub,yearly,3880.01,0.176,4,4,0,77.4,rarely,always_notice,nice_to_have
